results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/languageCode,results/resultEndTime,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word
0.96001148, madre,12717s,12716.100s,madre,es-es,12717.430s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, madrina,12719.900s,12718.800s,madrina,es-es,12720.440s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, madrugada,12723.200s,12722.100s,madrugada,es-es,12723.660s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, madurar,12726s,12725s,madurar,es-es,12726.490s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, madurez,12729s,12727.900s,madurez,es-es,12729.470s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maduro madura,12731.700s,12730.700s,maduro,es-es,12733.280s,12732.800s,12731.700s,madura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maestría,12736.200s,12735.100s,maestría,es-es,12736.670s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maestra,12740.400s,12738.200s,maestra,es-es,12740.790s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.849567, mafia,12742.900s,12741.900s,mafia,es-es,12743.480s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mafioso mafiosa,12745.500s,12744.500s,mafioso,es-es,12747.430s,12746.900s,12745.500s,mafiosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, magia,12749.700s,12748.700s,magia,es-es,12750.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9561851, mágico mágica,12752.400s,12751.400s,mágico,es-es,12754.190s,12753.800s,12752.400s,mágica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96133673, magistrado,12756.800s,12755.700s,magistrado,es-es,12757.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, magnate,12759.800s,12758.700s,magnate,es-es,12760.200s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, magnético magnética,12762.800s,12761.700s,magnético,es-es,12764.810s,12764.300s,12762.800s,magnética,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85163623, magnífico magnífica,12767.300s,12766.200s,magnífico,es-es,12769.340s,12768.800s,12767.300s,magnífica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, magnitud,12772.200s,12770.900s,magnitud,es-es,12772.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79788607, Magno magna,12775.100s,12774.100s,Magno,es-es,12776.870s,12776.500s,12775.100s,magna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, Magnolia,12779.500s,12778.300s,Magnolia,es-es,12779.840s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, majestad,12785s,12783.900s,majestad,es-es,12785.440s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90916562, majestuoso majestuosa,12788.100s,12786.900s,majestuoso,es-es,12790s,12789.600s,12788.100s,majestuosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96338785, majo maja,12791.900s,12791s,majo,es-es,12793.470s,12793s,12791.900s,maja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mal,12795.600s,12794.700s,mal,es-es,12795.990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maldad,12798.100s,12797.200s,maldad,es-es,12798.610s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maldecir,12801.600s,12800.600s,maldecir,es-es,12802.110s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maldición,12804.500s,12803.300s,maldición,es-es,12804.870s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90828669, maldito maldita,12807.600s,12806.500s,maldito,es-es,12809.560s,12809.100s,12807.600s,maldita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malecón,12812.200s,12811.200s,malecón,es-es,12812.620s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malestar,12815.100s,12814.100s,malestar,es-es,12815.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maleta,12817.900s,12817s,maleta,es-es,12818.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maletero,12820.800s,12819.700s,maletero,es-es,12821.120s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maletín,12823.700s,12822.500s,maletín,es-es,12824.130s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malgastar,12826.600s,12825.500s,malgastar,es-es,12827.120s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malhumorado malhumorado,12829.600s,12828.400s,malhumorado,es-es,12831.100s,12830.200s,12829.600s,malhumorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80772424, Galicia,12833.700s,12832.700s,Galicia,es-es,12833.990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.93356514, malicioso maliciosa,12836.800s,12835.500s,malicioso,es-es,12838.750s,12838.300s,12836.800s,maliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7818445, malo Málaga,12841.200s,12840.300s,malo,es-es,12842.820s,12842.500s,12841.200s,Málaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malograr,12845.200s,12844.100s,malograr,es-es,12845.650s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maltratar,12848.300s,12847.200s,maltratar,es-es,12848.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malversación,12856.100s,12854.600s,malversación,es-es,12856.590s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, malversar,12859.100s,12857.900s,malversar,es-es,12859.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90481532, mamífero mamífero,12864.500s,12863.400s,mamífero,es-es,12866.420s,12865.800s,12864.500s,mamífero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manantial,12868.900s,12867.800s,manantial,es-es,12869.240s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mancomunado mancomunada,12874.500s,12873.200s,mancomunado,es-es,12876.470s,12876.100s,12874.500s,mancomunada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74097747, marcha,12879.100s,12878.100s,marcha,es-es,12879.620s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manchar,12881.900s,12881s,manchar,es-es,12882.380s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90547049, mandamientos,12884.900s,12883.600s,mandamientos,es-es,12885.320s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mandar,12887.200s,12886.200s,mandar,es-es,12887.740s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.81801462, mandar,12889.700s,12888.900s,mandar,es-es,12891.860s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70667058, mandatario,12897.700s,12896.600s,mandatario,es-es,12898.070s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mandato,12900.300s,12899.200s,mandato,es-es,12900.820s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manejar,12906.200s,12905.200s,manejar,es-es,12906.730s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manejo,12908.900s,12907.900s,manejo,es-es,12909.260s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manera,12911.300s,12910.300s,manera,es-es,12911.890s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79395092, manga,12913.900s,12912.900s,manga,es-es,12914.290s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mango,12916.200s,12915.200s,mango,es-es,12916.570s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.72873318, mani,12918.700s,12917.800s,mani,es-es,12919.160s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.54775304, manía,12921.300s,12920.300s,manía,es-es,12921.830s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maníaco maníaca,12923.900s,12922.900s,maníaco,es-es,12925.910s,12925.400s,12923.900s,maníaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manicomio,12928.300s,12927.200s,manicomio,es-es,12928.650s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maniático maniática,12931s,12929.700s,maniático,es-es,12932.620s,12932.300s,12931s,maniática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manifestación,12935.800s,12934.300s,manifestación,es-es,12936.210s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manifestante,12939s,12937.700s,manifestante,es-es,12939.400s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manifestar,12942.100s,12940.900s,manifestar,es-es,12942.520s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.77118742, manifiesto manifiesta,12945.300s,12944s,manifiesto,es-es,12947.270s,12946.900s,12945.300s,manifiesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maniobra,12950s,12948.500s,maniobra,es-es,12950.510s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manipulación,12953.300s,12952s,manipulación,es-es,12953.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manipular,12956.400s,12955.200s,manipular,es-es,12956.810s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59174275, Manu,12958.900s,12958.100s,Manu,es-es,12959.360s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90437961, mansión,12962s,12960.800s,mansión,es-es,12962.460s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84112489, manso mansa,12964.900s,12963.900s,manso,es-es,12966.540s,12966.200s,12964.900s,mansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manta,12969.700s,12968.700s,manta,es-es,12970.150s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.895145, manteca,12972.700s,12971.600s,manteca,es-es,12973.120s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mantel,12975.500s,12974.500s,mantel,es-es,12975.870s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mantener,12978.600s,12977.500s,mantener,es-es,12979.110s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mantenimiento,12982.200s,12980.600s,mantenimiento,es-es,12982.550s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mantequilla,12985.100s,12984s,mantequilla,es-es,12985.510s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56117612, Antón,12987.900s,12986.900s,Antón,es-es,12988.280s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manual,12990.800s,12989.700s,manual,es-es,12991.180s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manufactura,12993.700s,12992.500s,manufactura,es-es,12994.070s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manuscrito manuscrita,12996.700s,12995.500s,manuscrito,es-es,12998.480s,12998.200s,12996.700s,manuscrita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, manzana,13001.200s,13000.200s,manzana,es-es,13001.560s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mañana,13004s,13003.100s,mañana,es-es,13004.520s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mapa,13007.200s,13006.400s,mapa,es-es,13007.690s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96039486, mapamundi,13010.600s,13009.500s,mapamundi,es-es,13011.010s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maqueta,13013.600s,13012.400s,maqueta,es-es,13014.070s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maquillaje,13016.800s,13015.700s,maquillaje,es-es,13017.280s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maquillar,13019.900s,13018.900s,maquillar,es-es,13020.350s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85165334, máquina,13022.800s,13021.900s,máquina,es-es,13023.300s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maquinaria,13025.900s,13024.600s,maquinaria,es-es,13026.280s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69767666, mar,13028.600s,13027.800s,mar,es-es,13029s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75723284, maratón,13031.500s,13030.400s,maratón,es-es,13031.880s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80432868, maravilla,13034.200s,13033.100s,maravilla,es-es,13034.660s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maravillar,13037s,13035.700s,maravillar,es-es,13037.500s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maravilloso maravillosa,13039.900s,13038.800s,maravilloso,es-es,13041.890s,13041.600s,13039.900s,maravillosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marca,13044.300s,13043.200s,marca,es-es,13044.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8753404, marcado marcada,13047s,13045.900s,marcado,es-es,13048.360s,13048s,13047s,marcada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marcador,13051.200s,13050.100s,marcador,es-es,13051.650s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marcar,13054.600s,13053.600s,marcar,es-es,13054.970s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marcha,13058s,13056.900s,marcha,es-es,13058.520s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95334488, marchar,13060.400s,13059.400s,marchar,es-es,13060.940s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marchitar,13063.800s,13062.600s,marchitar,es-es,13064.210s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marcial,13066.800s,13065.800s,marcial,es-es,13067.160s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marco,13069.500s,13068.500s,marco,es-es,13069.910s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marea,13072.100s,13071.100s,marea,es-es,13072.570s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marear,13075s,13073.800s,marear,es-es,13075.440s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, maremoto,13078s,13076.900s,maremoto,es-es,13078.380s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mareo,13080.800s,13080s,mareo,es-es,13081.260s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83962482, marfil,13083.400s,13082.400s,marfil,es-es,13083.850s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, margarina,13086.300s,13085.100s,margarina,es-es,13086.670s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, margen,13089s,13087.900s,margen,es-es,13089.370s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marginado marginada,13091.600s,13090.500s,marginado,es-es,13093.390s,13093s,13091.600s,marginada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mariachi,13095.800s,13094.700s,mariachi,es-es,13096.260s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76342607, marido,13098.600s,13097.600s,marido,es-es,13098.910s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marihuana,13101.400s,13100.300s,marihuana,es-es,13101.760s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marinero,13107.700s,13106.400s,marinero,es-es,13108.040s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marino marina,13110.800s,13109.900s,marino,es-es,13112.740s,13112.400s,13110.800s,marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marioneta,13115.500s,13114.400s,marioneta,es-es,13115.810s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mariposa,13118.700s,13117.500s,mariposa,es-es,13119.040s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83246022, Mariscal,13121.700s,13120.700s,Mariscal,es-es,13122.170s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marisco,13124.900s,13123.900s,marisco,es-es,13125.350s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90496397, marítimo marítima,13128s,13127s,marítimo,es-es,13130.100s,13129.700s,13128s,marítima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, mármol,13132.700s,13131.700s,mármol,es-es,13133s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96151525, Marqués,13135.700s,13134.700s,Marqués,es-es,13136.080s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, marrón,13138.800s,13137.800s,marrón,es-es,13139.160s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, martes,13142.100s,13141.100s,martes,es-es,13142.510s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69212228, martillo,13144.700s,13143.600s,martillo,es-es,13145.230s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71036196, martyrs,13148s,13147s,martyrs,es-es,13148.340s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96399021, martirio,13150.800s,13149.600s,martirio,es-es,13151.170s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94822592, marxismo,13153.700s,13152.600s,marxismo,es-es,13154.040s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
